date,cash_type,money,coffee_name
2025-03-15,card,28.0,Caramel with Irish whiskey
2025-03-15,card,30.0,Cappuccino
2025-03-15,card,35.76,Cappuccino
2025-03-15,card,25.96,Americano
2025-03-15,card,35.76,Cappuccino
2025-03-15,card,30.86,Americano with Milk
2025-03-15,card,35.76,Cappuccino
2025-03-15,card,30.86,Americano with Milk
2025-03-15,card,20.0,Espresso
2025-03-15,card,25.0,Americano with milk
2025-03-15,card,15.0,Tea
2025-03-15,card,30.86,Americano with Milk
2025-03-15,card,27.0,Irish whiskey with milk
2025-03-16,card,25.0,Americano with milk
2025-03-16,card,35.76,Latte
2025-03-16,card,35.76,Hot Chocolate
2025-03-16,card,25.96,Americano
2025-03-16,card,30.86,Americano with Milk
2025-03-16,card,35.76,Cappuccino
2025-03-16,card,29.0,Coffee with Irish whiskey
2025-03-16,cash,25.0,Americano with milk
2025-03-16,card,25.0,Americano with milk
2025-03-17,card,30.86,Americano with Milk
2025-03-17,card,25.96,Americano
2025-03-17,card,25.96,Americano
2025-03-17,card,25.96,Americano
2025-03-17,card,35.76,Cocoa
2025-03-17,card,35.76,Latte
2025-03-17,card,25.96,Americano
2025-03-17,card,35.76,Latte
2025-03-17,card,35.76,Latte
2025-03-17,card,25.96,Americano
2025-03-17,card,25.96,Americano
2025-03-17,card,35.76,Cocoa
2025-03-17,card,35.76,Cappuccino
2025-03-17,card,29.0,Coffee with Irish whiskey
2025-03-17,card,29.0,Coffee with Irish whiskey
2025-03-17,card,33.0,Latte
2025-03-17,card,25.0,Irish whiskey
2025-03-17,card,29.0,Coffee with Irish whiskey
2025-03-18,card,35.76,Cocoa
2025-03-18,card,25.0,Irish whiskey
2025-03-18,card,30.0,Chocolate with coffee
2025-03-18,card,30.0,Chocolate with coffee
2025-03-18,card,35.76,Latte
2025-03-18,card,35.76,Cocoa
2025-03-18,card,35.76,Cocoa
2025-03-18,cash,28.0,Double Irish whiskey
2025-03-18,card,35.76,Cocoa
2025-03-18,card,35.76,Latte
2025-03-18,card,25.96,Americano
2025-03-18,card,35.76,Latte
2025-03-18,card,25.96,Americano
2025-03-18,card,30.86,Americano with Milk
2025-03-18,card,35.76,Hot Chocolate
2025-03-18,card,35.76,Hot Chocolate
2025-03-18,card,25.96,Americano
2025-03-18,card,35.76,Latte
2025-03-18,card,30.86,Americano with Milk
2025-03-18,card,30.86,Americano with Milk
2025-03-18,card,21.06,Espresso
2025-03-18,cash,20.0,Espresso
2025-03-18,card,29.0,Coffee with Irish whiskey
2025-03-19,card,27.0,Chocolate with milk
2025-03-19,card,35.76,Hot Chocolate
2025-03-19,card,35.76,Latte
2025-03-19,card,25.96,Americano
2025-03-19,card,25.96,Americano
2025-03-19,card,35.76,Latte
2025-03-19,card,25.96,Americano
2025-03-19,card,35.76,Cappuccino
2025-03-19,card,25.96,Americano
2025-03-19,card,25.0,Irish whiskey
2025-03-19,card,25.96,Americano
2025-03-19,card,35.76,Latte
2025-03-19,card,25.96,Americano
2025-03-19,card,25.96,Americano
2025-03-19,card,35.76,Cappuccino
2025-03-19,card,35.76,Cocoa
2025-03-19,card,25.96,Cortado
2025-03-19,cash,33.0,Latte
2025-03-19,cash,25.0,Double chocolate
2025-03-19,cash,30.0,Mochaccino
2025-03-19,card,30.86,Americano with Milk
2025-03-19,card,21.06,Espresso
2025-03-19,card,35.76,Cappuccino
2025-03-19,card,30.86,Americano with Milk
2025-03-19,card,21.06,Espresso
2025-03-19,card,25.96,Americano
2025-03-20,card,35.76,Cappuccino
2025-03-20,card,35.76,Latte
2025-03-20,card,35.76,Cappuccino
2025-03-20,card,35.76,Cocoa
2025-03-20,card,35.76,Hot Chocolate
2025-03-20,card,33.0,Latte
2025-03-20,card,25.96,Americano
2025-03-20,card,25.0,Irish whiskey
2025-03-20,card,25.96,Cortado
2025-03-20,card,21.06,Espresso
2025-03-20,card,25.96,Americano
2025-03-20,card,25.96,Americano
2025-03-20,card,25.96,Americano
2025-03-20,card,25.96,Americano
2025-03-20,card,25.96,Americano
2025-03-20,card,25.96,Americano
2025-03-20,card,30.86,Americano with Milk
2025-03-20,cash,30.0,Chocolate with coffee
2025-03-20,card,30.86,Americano with Milk
2025-03-20,card,25.96,Americano
2025-03-20,card,35.76,Cappuccino
2025-03-20,card,30.86,Americano with Milk
2025-03-20,card,35.76,Cappuccino
2025-03-21,card,25.96,Americano
2025-03-21,card,35.76,Latte
2025-03-21,card,35.76,Cappuccino
2025-03-21,card,35.76,Hot Chocolate
2025-03-21,card,35.76,Latte
2025-03-21,card,35.76,Latte
2025-03-21,card,25.96,Americano
2025-03-21,card,35.76,Cappuccino
2025-03-21,card,25.0,Americano with milk
2025-03-21,card,25.96,Americano
2025-03-21,card,35.76,Latte
2025-03-21,card,25.96,Americano
2025-03-21,card,30.86,Americano with Milk
2025-03-21,card,35.76,Cappuccino
2025-03-21,card,25.96,Americano
2025-03-21,card,25.96,Americano
2025-03-21,card,25.96,Americano
2025-03-21,card,30.86,Americano with Milk
2025-03-21,card,35.76,Latte
2025-03-21,card,35.76,Cappuccino
2025-03-21,card,27.0,Chocolate with milk
2025-03-21,card,25.0,Irish whiskey
2025-03-21,card,35.76,Latte
2025-03-21,card,28.0,Super chocolate
2025-03-22,card,30.86,Americano with Milk
2025-03-22,card,35.76,Latte
2025-03-22,card,21.06,Espresso
2025-03-22,card,30.86,Americano with Milk
2025-03-22,card,25.96,Americano
2025-03-22,card,35.76,Hot Chocolate
2025-03-22,card,30.86,Americano with Milk
2025-03-22,card,35.76,Cocoa
2025-03-22,card,30.86,Americano with Milk
2025-03-22,card,30.86,Americano with Milk
2025-03-22,card,25.96,Americano
2025-03-22,cash,25.0,Irish whiskey
2025-03-22,card,27.0,Irish with chocolate
2025-03-22,card,30.86,Americano with Milk
2025-03-22,card,15.0,Tea
2025-03-22,card,25.0,Irish whiskey
2025-03-22,card,28.0,Caramel with Irish whiskey
2025-03-22,cash,22.0,Caramel
2025-03-22,card,25.0,Americano with milk
2025-03-22,card,25.0,Americano with milk
2025-03-22,card,29.0,Coffee with Irish whiskey
2025-03-22,card,27.0,Irish whiskey with milk
2025-03-23,card,35.76,Latte
2025-03-23,card,35.76,Cocoa
2025-03-23,card,35.76,Cocoa
2025-03-23,card,25.96,Americano
2025-03-23,card,28.0,Super chocolate
2025-03-23,card,35.76,Cappuccino
2025-03-23,card,28.0,Vanilla with Irish whiskey
2025-03-23,cash,25.0,Irish whiskey
2025-03-23,cash,25.0,Americano with milk
2025-03-23,cash,30.0,Cappuccino
2025-03-23,card,25.0,Irish whiskey
2025-03-23,card,29.0,Coffee with Irish whiskey
2025-03-23,card,35.76,Latte
