date,cash_type,money,coffee_name
2024-03-16,card,28.9,Cortado
2024-03-16,card,28.9,Cortado
2024-03-16,card,28.9,Americano
2024-03-16,card,33.8,Americano with Milk
2024-03-17,card,28.9,Cortado
2024-03-17,cash,40.0,Latte
2024-03-18,card,28.9,Cortado
2024-03-18,card,28.9,Americano
2024-03-18,card,28.9,Americano
2024-03-18,card,28.9,Americano
2024-03-19,cash,30.0,Cortado
2024-03-19,card,38.7,Latte
2024-03-19,card,38.7,Latte
2024-03-19,card,38.7,Hot Chocolate
2024-03-19,card,33.8,Americano with Milk
2024-03-19,cash,40.0,Hot Chocolate
2024-03-20,card,38.7,Latte
2024-03-20,card,38.7,Cocoa
2024-03-20,card,38.7,Cappuccino
2024-03-20,cash,40.0,Latte
2024-03-20,card,28.9,Cortado
2024-03-20,card,28.9,Cortado
2024-03-21,card,28.9,Cortado
2024-03-21,card,38.7,Latte
2024-03-21,cash,30.0,Americano
2024-03-21,card,38.7,Cappuccino
2024-03-21,card,28.9,Cortado
2024-03-21,cash,40.0,Cappuccino
2024-03-22,card,28.9,Americano
2024-03-22,card,24.0,Espresso
2024-03-22,card,28.9,Americano
2024-03-22,cash,40.0,Cappuccino
2024-03-22,card,33.8,Americano with Milk
2024-03-22,card,33.8,Americano with Milk
2024-03-23,card,28.9,Cortado
2024-03-23,card,38.7,Latte
2024-03-23,card,33.8,Americano with Milk
2024-03-23,card,38.7,Cocoa
2024-03-23,card,33.8,Americano with Milk
2024-03-23,card,33.8,Americano with Milk
2024-03-23,card,38.7,Latte
2024-03-23,card,38.7,Cappuccino
2024-03-24,card,38.7,Latte
2024-03-24,cash,40.0,Latte
2024-03-25,card,38.7,Latte
2024-03-25,cash,35.0,Americano with Milk
2024-03-25,card,38.7,Latte
2024-03-25,card,38.7,Latte
2024-03-25,card,33.8,Americano with Milk
2024-03-25,card,38.7,Cappuccino
2024-03-26,card,28.9,Americano
2024-03-26,card,38.7,Cocoa
2024-03-26,card,38.7,Latte
2024-03-26,card,38.7,Latte
2024-03-26,card,28.9,Cortado
2024-03-26,card,28.9,Cortado
2024-03-26,card,28.9,Cortado
2024-03-26,card,28.9,Americano
2024-03-26,card,38.7,Latte
2024-03-26,card,38.7,Latte
2024-03-26,card,38.7,Hot Chocolate
2024-03-27,card,38.7,Hot Chocolate
2024-03-27,card,33.8,Americano with Milk
2024-03-27,card,28.9,Cortado
2024-03-27,card,33.8,Americano with Milk
2024-03-27,card,28.9,Cortado
2024-03-27,cash,40.0,Latte
2024-03-27,card,28.9,Americano
2024-03-27,card,38.7,Cappuccino
2024-03-28,card,28.9,Cortado
2024-03-28,card,28.9,Cortado
2024-03-28,card,28.9,Americano
2024-03-28,card,38.7,Latte
2024-03-29,card,38.7,Cappuccino
2024-03-29,card,38.7,Latte
2024-03-29,cash,40.0,Cappuccino
2024-03-29,card,38.7,Cappuccino
2024-03-30,card,38.7,Latte
2024-03-30,cash,40.0,Cappuccino
2024-03-30,card,38.7,Latte
2024-03-30,card,38.7,Latte
2024-03-30,card,33.8,Americano with Milk
2024-03-31,card,38.7,Cappuccino
2024-03-31,cash,30.0,Americano
2024-04-01,card,28.9,Americano
2024-04-01,card,33.8,Americano with Milk
2024-04-01,cash,40.0,Cappuccino
2024-04-01,card,33.8,Americano with Milk
2024-04-01,card,33.8,Americano with Milk
2024-04-01,card,38.7,Hot Chocolate
2024-04-01,card,33.8,Americano with Milk
2024-04-02,cash,40.0,Cappuccino
2024-04-02,card,38.7,Latte
2024-04-02,card,28.9,Americano
2024-04-02,card,28.9,Cortado
2024-04-03,card,28.9,Cortado
2024-04-03,cash,30.0,Cortado
2024-04-03,card,28.9,Americano
2024-04-03,card,38.7,Cappuccino
2024-04-04,cash,40.0,Latte
2024-04-04,card,38.7,Cappuccino
2024-04-04,card,28.9,Cortado
2024-04-04,card,38.7,Latte
2024-04-04,card,38.7,Latte
2024-04-05,card,28.9,Cortado
2024-04-05,cash,40.0,Cocoa
2024-04-05,cash,30.0,Americano
2024-04-05,cash,40.0,Cappuccino
2024-04-05,cash,40.0,Latte
2024-04-05,card,38.7,Latte
2024-04-05,card,28.9,Cortado
2024-04-05,card,28.9,Americano
2024-04-05,card,28.9,Americano
2024-04-05,card,24.0,Espresso
2024-04-05,card,33.8,Americano with Milk
2024-04-06,card,38.7,Latte
2024-04-06,card,28.9,Americano
2024-04-06,card,38.7,Cappuccino
2024-04-06,card,33.8,Americano with Milk
2024-04-07,card,38.7,Hot Chocolate
2024-04-07,card,33.8,Americano with Milk
2024-04-07,card,38.7,Latte
2024-04-07,card,38.7,Cappuccino
2024-04-07,card,38.7,Cappuccino
2024-04-07,card,28.9,Cortado
2024-04-07,card,24.0,Espresso
2024-04-08,card,28.9,Americano
2024-04-08,cash,25.0,Espresso
2024-04-08,cash,35.0,Americano with Milk
2024-04-08,card,33.8,Americano with Milk
2024-04-08,card,38.7,Cappuccino
2024-04-08,card,33.8,Americano with Milk
2024-04-08,card,38.7,Latte
2024-04-08,card,38.7,Cappuccino
2024-04-08,card,38.7,Cappuccino
2024-04-08,card,28.9,Americano
2024-04-09,cash,40.0,Cappuccino
2024-04-09,cash,30.0,Americano
2024-04-09,card,38.7,Latte
2024-04-09,card,38.7,Hot Chocolate
2024-04-09,card,38.7,Hot Chocolate
2024-04-10,card,38.7,Latte
2024-04-10,card,38.7,Cappuccino
2024-04-10,cash,40.0,Hot Chocolate
2024-04-10,cash,25.0,Espresso
2024-04-10,card,24.0,Espresso
2024-04-11,card,33.8,Americano with Milk
2024-04-11,card,38.7,Latte
2024-04-11,card,38.7,Cappuccino
2024-04-11,card,28.9,Americano
2024-04-11,card,28.9,Americano
2024-04-12,card,38.7,Hot Chocolate
2024-04-12,card,28.9,Cortado
2024-04-13,card,38.7,Latte
2024-04-13,card,38.7,Cappuccino
2024-04-13,card,38.7,Latte
2024-04-13,card,38.7,Cappuccino
2024-04-13,card,38.7,Cappuccino
2024-04-13,cash,40.0,Hot Chocolate
2024-04-13,cash,40.0,Hot Chocolate
2024-04-13,card,28.9,Americano
2024-04-14,cash,30.0,Cortado
2024-04-14,card,38.7,Cappuccino
2024-04-14,card,28.9,Cortado
2024-04-14,cash,35.0,Americano with Milk
2024-04-14,cash,40.0,Latte
2024-04-14,card,28.9,Americano
2024-04-14,cash,30.0,Cortado
2024-04-14,card,28.9,Americano
2024-04-14,card,38.7,Cappuccino
2024-04-14,card,28.9,Americano
2024-04-14,card,28.9,Cortado
2024-04-14,card,38.7,Latte
2024-04-14,card,38.7,Cappuccino
2024-04-15,card,33.8,Americano with Milk
2024-04-15,card,33.8,Americano with Milk
2024-04-15,cash,25.0,Espresso
2024-04-15,card,28.9,Americano
2024-04-15,card,28.9,Americano
2024-04-16,card,38.7,Cappuccino
2024-04-16,card,38.7,Cocoa
2024-04-16,card,28.9,Americano
2024-04-16,card,33.8,Americano with Milk
2024-04-16,card,38.7,Cocoa
2024-04-16,card,33.8,Americano with Milk
2024-04-16,cash,35.0,Americano with Milk
2024-04-16,card,28.9,Cortado
2024-04-17,card,28.9,Cortado
2024-04-17,card,38.7,Cappuccino
2024-04-17,card,38.7,Cappuccino
2024-04-17,card,24.0,Espresso
2024-04-17,card,28.9,Americano
2024-04-17,cash,40.0,Cappuccino
2024-04-18,card,28.9,Cortado
2024-04-18,card,28.9,Americano
2024-04-18,card,33.8,Americano with Milk
2024-04-18,card,38.7,Cappuccino
2024-04-18,card,28.9,Americano
2024-04-18,card,38.7,Latte
2024-04-18,card,38.7,Cappuccino
2024-04-18,card,38.7,Hot Chocolate
2024-04-18,card,38.7,Hot Chocolate
2024-04-18,card,38.7,Latte
2024-04-19,card,38.7,Cocoa
2024-04-19,card,38.7,Latte
2024-04-19,card,33.8,Americano with Milk
2024-04-19,card,38.7,Cappuccino
2024-04-19,card,38.7,Hot Chocolate
2024-04-19,card,38.7,Cappuccino
2024-04-19,card,33.8,Americano with Milk
2024-04-20,card,38.7,Hot Chocolate
2024-04-20,card,28.9,Americano
2024-04-20,card,38.7,Cappuccino
2024-04-20,card,33.8,Americano with Milk
2024-04-20,cash,35.0,Americano with Milk
2024-04-20,card,33.8,Americano with Milk
2024-04-20,card,33.8,Americano with Milk
2024-04-20,card,32.82,Americano with Milk
2024-04-20,card,37.72,Cappuccino
2024-04-20,card,32.82,Americano with Milk
2024-04-20,card,37.72,Latte
2024-04-20,card,33.8,Americano with Milk
2024-04-20,card,37.72,Cappuccino
2024-04-20,cash,39.0,Cocoa
2024-04-21,card,37.72,Latte
2024-04-21,card,27.92,Americano
2024-04-21,cash,39.0,Cappuccino
2024-04-22,cash,39.0,Cappuccino
2024-04-22,card,37.72,Latte
2024-04-22,card,32.82,Americano with Milk
2024-04-22,card,27.92,Americano
2024-04-22,cash,39.0,Latte
2024-04-23,card,32.82,Americano with Milk
2024-04-23,card,37.72,Cappuccino
2024-04-23,card,32.82,Americano with Milk
2024-04-23,card,37.72,Cappuccino
2024-04-23,card,32.82,Americano with Milk
2024-04-24,card,37.72,Latte
2024-04-24,card,32.82,Americano with Milk
2024-04-24,card,37.72,Cappuccino
2024-04-24,card,32.82,Americano with Milk
2024-04-24,card,32.82,Americano with Milk
2024-04-24,card,32.82,Americano with Milk
2024-04-24,card,32.82,Americano with Milk
2024-04-24,card,32.82,Americano with Milk
2024-04-25,card,27.92,Americano
2024-04-25,card,37.72,Latte
2024-04-25,card,27.92,Americano
2024-04-25,card,27.92,Americano
2024-04-26,card,37.72,Latte
2024-04-26,card,37.72,Cappuccino
2024-04-26,card,27.92,Americano
2024-04-26,card,27.92,Americano
2024-04-26,card,37.72,Latte
2024-04-26,card,27.92,Americano
2024-04-26,card,27.92,Cortado
2024-04-26,card,37.72,Hot Chocolate
2024-04-26,card,37.72,Cocoa
2024-04-27,card,37.72,Cappuccino
2024-04-28,card,37.72,Latte
2024-04-28,card,37.72,Cappuccino
2024-04-28,card,27.92,Americano
2024-04-28,card,27.92,Americano
2024-04-28,card,37.72,Latte
2024-04-29,card,27.92,Americano
2024-04-29,card,27.92,Cortado
2024-04-29,card,27.92,Cortado
2024-04-29,card,27.92,Cortado
2024-04-29,card,37.72,Cappuccino
2024-04-29,card,32.82,Americano with Milk
2024-04-29,card,37.72,Cappuccino
2024-04-29,card,37.72,Cappuccino
2024-04-30,card,37.72,Cappuccino
2024-04-30,card,32.82,Americano with Milk
2024-04-30,card,37.72,Latte
2024-04-30,card,32.82,Americano with Milk
2024-04-30,card,32.82,Americano with Milk
2024-04-30,card,32.82,Americano with Milk
2024-04-30,card,37.72,Latte
2024-04-30,card,27.92,Americano
2024-05-02,card,37.72,Cappuccino
2024-05-02,card,27.92,Americano
2024-05-02,card,32.82,Americano with Milk
2024-05-02,cash,39.0,Latte
2024-05-02,card,37.72,Cappuccino
2024-05-02,card,32.82,Americano with Milk
2024-05-02,card,37.72,Latte
2024-05-03,cash,39.0,Latte
2024-05-03,card,37.72,Latte
2024-05-03,card,37.72,Latte
2024-05-06,card,32.82,Americano with Milk
2024-05-06,card,27.92,Cortado
2024-05-06,card,37.72,Cappuccino
2024-05-06,card,27.92,Americano
2024-05-06,card,27.92,Americano
2024-05-06,card,37.72,Cappuccino
2024-05-06,card,27.92,Cortado
2024-05-06,cash,29.0,Americano
2024-05-06,card,27.92,Americano
2024-05-06,card,37.72,Cappuccino
2024-05-07,card,27.92,Cortado
2024-05-07,card,27.92,Americano
2024-05-07,card,37.72,Cocoa
2024-05-07,card,27.92,Cortado
2024-05-07,card,37.72,Cocoa
2024-05-07,card,37.72,Cappuccino
2024-05-07,card,37.72,Cappuccino
2024-05-07,card,37.72,Latte
2024-05-07,cash,34.0,Americano with Milk
2024-05-07,card,37.72,Cappuccino
2024-05-08,card,37.72,Latte
2024-05-09,card,37.72,Cappuccino
2024-05-09,card,27.92,Americano
2024-05-09,card,37.72,Latte
2024-05-09,card,37.72,Latte
2024-05-09,card,27.92,Americano
2024-05-09,card,27.92,Americano
2024-05-09,card,27.92,Americano
2024-05-09,card,32.82,Americano with Milk
2024-05-09,card,37.72,Latte
2024-05-10,card,37.72,Latte
2024-05-10,cash,39.0,Latte
2024-05-10,card,37.72,Latte
2024-05-10,cash,34.0,Americano with Milk
2024-05-11,card,37.72,Latte
2024-05-11,cash,39.0,Latte
2024-05-11,card,32.82,Americano with Milk
2024-05-11,card,37.72,Cocoa
2024-05-11,card,37.72,Latte
2024-05-11,card,32.82,Americano with Milk
2024-05-11,card,37.72,Cappuccino
2024-05-11,card,37.72,Cappuccino
2024-05-12,card,37.72,Latte
2024-05-12,card,37.72,Latte
2024-05-12,card,27.92,Americano
2024-05-12,card,37.72,Latte
2024-05-12,card,32.82,Americano with Milk
2024-05-12,card,32.82,Americano with Milk
2024-05-12,card,32.82,Americano with Milk
2024-05-12,card,32.82,Americano with Milk
2024-05-13,card,32.82,Americano with Milk
2024-05-13,cash,29.0,Americano
2024-05-13,cash,29.0,Americano
2024-05-14,card,37.72,Cappuccino
2024-05-14,card,27.92,Americano
2024-05-14,card,27.92,Americano
2024-05-14,card,27.92,Americano
2024-05-14,card,37.72,Cappuccino
2024-05-14,card,37.72,Latte
2024-05-14,card,37.72,Cappuccino
2024-05-14,card,37.72,Cappuccino
2024-05-14,card,27.92,Americano
2024-05-14,card,32.82,Americano with Milk
2024-05-14,card,37.72,Hot Chocolate
2024-05-14,card,32.82,Americano with Milk
2024-05-15,card,37.72,Latte
2024-05-15,card,23.02,Espresso
2024-05-15,card,27.92,Americano
2024-05-15,card,27.92,Americano
2024-05-15,card,27.92,Americano
2024-05-15,card,27.92,Americano
2024-05-15,card,27.92,Cortado
2024-05-15,card,32.82,Americano with Milk
2024-05-15,cash,29.0,Americano
2024-05-15,card,23.02,Espresso
2024-05-15,card,37.72,Cappuccino
2024-05-15,card,27.92,Cortado
2024-05-16,card,32.82,Americano with Milk
2024-05-16,card,32.82,Americano with Milk
2024-05-16,card,32.82,Americano with Milk
2024-05-16,cash,39.0,Latte
2024-05-16,card,37.72,Hot Chocolate
2024-05-16,card,37.72,Latte
2024-05-16,card,37.72,Hot Chocolate
2024-05-16,card,37.72,Latte
2024-05-16,cash,39.0,Cappuccino
2024-05-17,cash,34.0,Americano with Milk
2024-05-17,card,32.82,Americano with Milk
2024-05-17,card,32.82,Americano with Milk
2024-05-17,card,27.92,Americano
2024-05-17,card,27.92,Americano
2024-05-17,card,37.72,Latte
2024-05-17,card,37.72,Latte
2024-05-17,card,37.72,Cappuccino
2024-05-17,card,37.72,Cappuccino
2024-05-18,card,32.82,Americano with Milk
2024-05-18,card,37.72,Cappuccino
2024-05-18,card,37.72,Cappuccino
2024-05-18,card,32.82,Americano with Milk
2024-05-18,card,32.82,Americano with Milk
2024-05-18,card,37.72,Latte
2024-05-18,cash,39.0,Cappuccino
2024-05-18,card,32.82,Americano with Milk
2024-05-19,card,27.92,Americano
2024-05-19,card,32.82,Americano with Milk
2024-05-19,card,27.92,Americano
2024-05-19,card,37.72,Cappuccino
2024-05-19,cash,24.0,Espresso
2024-05-19,card,32.82,Americano with Milk
2024-05-19,card,27.92,Americano
2024-05-19,card,37.72,Hot Chocolate
2024-05-19,card,37.72,Cappuccino
2024-05-19,card,37.72,Cappuccino
2024-05-19,card,37.72,Cappuccino
2024-05-19,card,23.02,Espresso
2024-05-19,card,32.82,Americano with Milk
2024-05-20,card,37.72,Cappuccino
2024-05-20,card,32.82,Americano with Milk
2024-05-20,card,37.72,Latte
2024-05-20,card,27.92,Americano
2024-05-20,card,27.92,Americano
2024-05-20,card,27.92,Americano
2024-05-20,card,27.92,Americano
2024-05-20,card,32.82,Americano with Milk
2024-05-20,cash,29.0,Americano
2024-05-20,card,37.72,Latte
2024-05-20,card,32.82,Americano with Milk
2024-05-20,card,37.72,Cocoa
2024-05-20,card,32.82,Americano with Milk
2024-05-20,card,27.92,Cortado
2024-05-20,card,32.82,Americano with Milk
2024-05-20,card,37.72,Latte
2024-05-20,card,37.72,Latte
2024-05-21,cash,29.0,Americano
2024-05-21,cash,39.0,Latte
2024-05-21,card,37.72,Latte
2024-05-21,cash,39.0,Cocoa
2024-05-21,card,23.02,Espresso
2024-05-21,card,37.72,Latte
2024-05-21,cash,34.0,Americano with Milk
2024-05-21,card,37.72,Cappuccino
2024-05-21,card,37.72,Cappuccino
2024-05-22,card,27.92,Cortado
2024-05-22,card,27.92,Americano
2024-05-22,card,32.82,Americano with Milk
2024-05-22,card,32.82,Americano with Milk
2024-05-22,card,37.72,Cappuccino
2024-05-22,card,37.72,Cappuccino
2024-05-22,card,37.72,Cappuccino
2024-05-22,card,37.72,Hot Chocolate
2024-05-22,card,37.72,Cappuccino
2024-05-22,card,32.82,Americano with Milk
2024-05-22,card,27.92,Americano
2024-05-23,card,37.72,Latte
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,23.02,Espresso
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,37.72,Latte
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,37.72,Latte
2024-05-23,card,32.82,Americano with Milk
2024-05-23,cash,39.0,Hot Chocolate
2024-05-23,card,37.72,Cappuccino
2024-05-23,card,27.92,Cortado
2024-05-24,card,27.92,Americano
2024-05-24,card,27.92,Cortado
2024-05-24,card,27.92,Americano
2024-05-24,card,27.92,Cortado
2024-05-24,card,37.72,Hot Chocolate
2024-05-24,card,27.92,Cortado
2024-05-24,card,32.82,Americano with Milk
2024-05-25,cash,29.0,Americano
2024-05-25,card,32.82,Americano with Milk
2024-05-25,cash,29.0,Americano
2024-05-25,card,37.72,Latte
2024-05-25,card,27.92,Americano
2024-05-25,card,32.82,Americano with Milk
2024-05-25,card,32.82,Americano with Milk
2024-05-25,card,32.82,Americano with Milk
2024-05-26,card,37.72,Hot Chocolate
2024-05-26,card,37.72,Latte
2024-05-26,card,32.82,Americano with Milk
2024-05-26,card,27.92,Cortado
2024-05-26,card,32.82,Americano with Milk
2024-05-26,card,37.72,Cappuccino
2024-05-26,card,37.72,Latte
2024-05-26,card,37.72,Hot Chocolate
2024-05-26,card,37.72,Hot Chocolate
2024-05-26,card,37.72,Cappuccino
2024-05-26,card,27.92,Cortado
2024-05-26,card,37.72,Cappuccino
2024-05-26,card,37.72,Latte
2024-05-26,card,37.72,Cappuccino
2024-05-26,card,27.92,Americano
2024-05-27,card,37.72,Cocoa
2024-05-27,card,27.92,Americano
2024-05-27,card,27.92,Americano
2024-05-27,card,32.82,Americano with Milk
2024-05-27,card,27.92,Americano
2024-05-27,card,37.72,Cappuccino
2024-05-27,card,37.72,Latte
2024-05-27,card,37.72,Latte
2024-05-27,card,32.82,Americano with Milk
2024-05-27,card,27.92,Americano
2024-05-27,card,37.72,Latte
2024-05-28,card,27.92,Americano
2024-05-28,card,32.82,Americano with Milk
2024-05-28,card,32.82,Americano with Milk
2024-05-28,card,37.72,Cappuccino
2024-05-28,card,37.72,Cappuccino
2024-05-28,cash,39.0,Cappuccino
2024-05-28,card,37.72,Cocoa
2024-05-28,card,27.92,Americano
2024-05-28,card,37.72,Latte
2024-05-28,card,32.82,Americano with Milk
2024-05-28,card,27.92,Cortado
2024-05-29,cash,39.0,Latte
2024-05-29,card,37.72,Hot Chocolate
2024-05-29,card,37.72,Latte
2024-05-29,card,37.72,Latte
2024-05-29,card,27.92,Americano
2024-05-29,card,37.72,Cocoa
2024-05-29,card,37.72,Latte
2024-05-29,card,27.92,Cortado
2024-05-29,card,37.72,Latte
2024-05-29,card,37.72,Hot Chocolate
2024-05-29,card,37.72,Cappuccino
2024-05-30,card,23.02,Espresso
2024-05-30,card,37.72,Cappuccino
2024-05-30,card,32.82,Americano with Milk
2024-05-30,card,37.72,Latte
2024-05-30,card,37.72,Latte
2024-05-30,card,32.82,Americano with Milk
2024-05-30,card,37.72,Latte
2024-05-30,card,32.82,Americano with Milk
2024-05-30,card,37.72,Hot Chocolate
2024-05-30,card,37.72,Cappuccino
2024-05-30,card,23.02,Espresso
2024-05-31,card,37.72,Cocoa
2024-05-31,card,32.82,Americano with Milk
2024-05-31,card,32.82,Americano with Milk
2024-05-31,card,37.72,Latte
2024-05-31,cash,39.0,Latte
2024-05-31,card,37.72,Hot Chocolate
2024-05-31,card,37.72,Latte
2024-05-31,card,32.82,Americano with Milk
2024-05-31,card,37.72,Cappuccino
2024-05-31,card,32.82,Americano with Milk
2024-05-31,card,37.72,Latte
2024-05-31,card,37.72,Cappuccino
2024-05-31,card,27.92,Cortado
2024-05-31,card,37.72,Latte
2024-06-01,card,32.82,Americano with Milk
2024-06-01,card,27.92,Cortado
2024-06-01,card,37.72,Latte
2024-06-01,card,37.72,Latte
2024-06-01,card,32.82,Americano with Milk
2024-06-01,card,37.72,Cocoa
2024-06-01,card,37.72,Cappuccino
2024-06-01,card,37.72,Cappuccino
2024-06-01,card,32.82,Americano with Milk
2024-06-01,card,32.82,Americano with Milk
2024-06-01,cash,39.0,Cocoa
2024-06-02,card,37.72,Latte
2024-06-02,card,32.82,Americano with Milk
2024-06-02,card,37.72,Cappuccino
2024-06-02,card,32.82,Americano with Milk
2024-06-02,card,37.72,Latte
2024-06-02,cash,34.0,Americano with Milk
2024-06-03,card,32.82,Americano with Milk
2024-06-03,card,37.72,Latte
2024-06-03,card,37.72,Cappuccino
2024-06-03,card,37.72,Latte
2024-06-03,card,37.72,Latte
2024-06-03,cash,34.0,Americano with Milk
2024-06-03,cash,34.0,Americano with Milk
2024-06-04,card,37.72,Cappuccino
2024-06-04,card,27.92,Cortado
2024-06-04,card,32.82,Americano with Milk
2024-06-04,card,37.72,Latte
2024-06-04,card,37.72,Hot Chocolate
2024-06-04,card,37.72,Latte
2024-06-04,card,27.92,Cortado
2024-06-04,card,37.72,Cappuccino
2024-06-04,card,37.72,Hot Chocolate
2024-06-04,card,32.82,Americano with Milk
2024-06-04,card,32.82,Americano with Milk
2024-06-04,card,32.82,Americano with Milk
2024-06-04,card,32.82,Americano with Milk
2024-06-04,card,27.92,Cortado
2024-06-05,card,37.72,Latte
2024-06-05,card,37.72,Cappuccino
2024-06-05,card,37.72,Cappuccino
2024-06-05,card,27.92,Americano
2024-06-05,card,32.82,Americano with Milk
2024-06-05,card,32.82,Americano with Milk
2024-06-05,card,37.72,Latte
2024-06-05,card,27.92,Cortado
2024-06-05,card,37.72,Cocoa
2024-06-06,card,37.72,Latte
2024-06-06,card,37.72,Cappuccino
2024-06-06,card,32.82,Americano with Milk
2024-06-06,card,32.82,Americano with Milk
2024-06-06,card,27.92,Americano
2024-06-06,card,32.82,Americano with Milk
2024-06-06,card,37.72,Latte
2024-06-06,card,37.72,Latte
2024-06-06,card,37.72,Cappuccino
2024-06-06,card,32.82,Americano with Milk
2024-06-06,card,37.72,Latte
2024-06-07,card,23.02,Espresso
2024-06-07,card,27.92,Cortado
2024-06-07,card,37.72,Cappuccino
2024-06-07,card,27.92,Cortado
2024-06-07,card,32.82,Americano with Milk
2024-06-08,card,27.92,Cortado
